MovieID,Title,Genres,Count,List Index,Recommendation Score
592,Batman (1989),Action|Crime|Thriller,189.0,183,0.26115048
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,188.0,926,0.38225108
2028,Saving Private Ryan (1998),Action|Drama|War,188.0,510,0.43045312
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,185.0,979,0.372851
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,183.0,180,0.39174092
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181.0,189,0.42555717
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,179.0,649,0.40612623
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,178.0,133,0.31002572
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177.0,18,0.31431955
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,172.0,123,0.32739314
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171.0,355,0.46505633
377,Speed (1994),Action|Romance|Thriller,171.0,131,0.27289176
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,170.0,837,0.3917402
3578,Gladiator (2000),Action|Adventure|Drama,170.0,761,0.35893172
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,165.0,425,0.43045318
590,Dances with Wolves (1990),Adventure|Drama|Western,164.0,182,0.29733956
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,162.0,195,0.3230036
344,Ace Ventura: Pet Detective (1994),Comedy,161.0,113,0.20751044
4226,Memento (2000),Mystery|Thriller,159.0,828,0.38225076
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157.0,124,0.26894093
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,149.0,1139,0.3100241
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,149.0,953,0.36354592
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,146.0,186,0.27687803
1214,Alien (1979),Horror|Sci-Fi,146.0,320,0.3869849
1036,Die Hard (1988),Action|Crime|Thriller,145.0,269,0.36818647
500,Mrs. Doubtfire (1993),Comedy|Drama,144.0,158,0.29317763
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,144.0,52,0.18542811
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,143.0,351,0.40131134
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,143.0,1190,0.2423192
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,142.0,307,0.35893214
1704,Good Will Hunting (1997),Drama|Romance,141.0,452,0.2890501
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,141.0,947,0.32739195
1721,Titanic (1997),Drama|Romance,140.0,455,0.29733893
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,140.0,624,0.3100249
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140.0,366,0.3681868
316,Stargate (1994),Action|Adventure|Sci-Fi,140.0,103,0.21755022
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,137.0,47,0.13943416
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,136.0,297,0.40131128
597,Pretty Woman (1990),Comedy|Romance,135.0,188,0.2768786
293,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994),Action|Crime|Drama|Thriller,133.0,96,0.25730956
1193,One Flew Over the Cuckoo's Nest (1975),Drama,133.0,305,0.28904954
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,133.0,75,0.1597623
3793,X-Men (2000),Action|Adventure|Sci-Fi,133.0,782,0.34073853
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,132.0,871,0.2890494
10,GoldenEye (1995),Action|Adventure|Thriller,132.0,6,0.19781637
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,131.0,284,0.35893112
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,131.0,986,0.26502633
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,131.0,965,0.2573086
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,131.0,334,0.39173982
2329,American History X (1998),Crime|Drama,129.0,566,0.24232006
1221,"Godfather: Part II, The (1974)",Crime|Drama,129.0,324,0.3543422
34,Babe (1995),Children|Drama,128.0,19,0.30153483
1213,Goodfellas (1990),Crime|Drama,126.0,319,0.34978074
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,126.0,310,0.40131134
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,125.0,1021,0.26893997
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,125.0,449,0.3589316
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124.0,169,0.3681865
736,Twister (1996),Action|Adventure|Romance|Thriller,123.0,206,0.18242487
4995,"Beautiful Mind, A (2001)",Drama|Romance,123.0,882,0.305762
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,122.0,898,0.24231991
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,122.0,290,0.34073848
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,121.0,630,0.28495714
733,"Rock, The (1996)",Action|Adventure|Thriller,121.0,205,0.25730994
4973,"Amelie (Fabuleux destin d'AmÃ©lie Poulain, Le) (2001)",Comedy|Romance,120.0,877,0.3230036
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,120.0,904,0.25730848
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120.0,314,0.32300293
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,120.0,641,0.39651525
4963,Ocean's Eleven (2001),Crime|Thriller,119.0,876,0.2573083
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,119.0,277,0.24601078
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,116.0,418,0.37285084
33794,Batman Begins (2005),Action|Crime|IMAX,116.0,1047,0.23147464
586,Home Alone (1990),Children|Comedy,116.0,178,0.18846822
5989,Catch Me If You Can (2002),Crime|Drama,115.0,930,0.29317635
208,Waterworld (1995),Action|Adventure|Sci-Fi,115.0,67,0.13010871
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,115.0,179,0.20751083
1968,"Breakfast Club, The (1985)",Comedy|Drama,113.0,491,0.31864518
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,112.0,902,0.2650264
185,"Net, The (1995)",Action|Crime|Thriller,112.0,59,0.121319175
3147,"Green Mile, The (1999)",Crime|Drama,111.0,705,0.31002486
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,110.0,990,0.25350502
2,Jumanji (1995),Adventure|Children|Fantasy,110.0,1,0.18542835
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,110.0,807,0.23866683
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110.0,116,0.109098345
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,109.0,870,0.24232009
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,109.0,250,0.28495684
2918,Ferris Bueller's Day Off (1986),Comedy,109.0,667,0.3869843
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,109.0,82,0.14679143
1258,"Shining, The (1980)",Horror,109.0,346,0.2808991
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,108.0,108,0.18542829
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,108.0,531,0.31431866
48516,"Departed, The (2006)",Crime|Drama|Thriller,107.0,1094,0.27289113
1208,Apocalypse Now (1979),Action|Drama|War,107.0,316,0.33181143
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,107.0,873,0.2141644
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,106.0,168,0.15976313
1732,"Big Lebowski, The (1998)",Comedy|Crime,106.0,458,0.33181095
68954,Up (2009),Adventure|Animation|Children|Drama,105.0,1170,0.197817
1923,There's Something About Mary (1998),Comedy|Romance,105.0,479,0.2768771
223,Clerks (1994),Comedy,104.0,70,0.2497406
111,Taxi Driver (1976),Crime|Drama|Thriller,104.0,40,0.27289134
39,Clueless (1995),Comedy|Romance,104.0,21,0.18242556
60069,WALLÂ·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,104.0,1146,0.1915459
2706,American Pie (1999),Comedy|Romance,103.0,637,0.22793603
357,Four Weddings and a Funeral (1994),Comedy|Romance,103.0,121,0.1978176
161,Crimson Tide (1995),Drama|Thriller|War,103.0,50,0.115068495
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,102.0,920,0.24973983
6,Heat (1995),Action|Crime|Thriller,102.0,4,0.23505232
778,Trainspotting (1996),Comedy|Crime|Drama,102.0,214,0.25730997
1222,Full Metal Jacket (1987),Drama|War,102.0,325,0.3057626
454,"Firm, The (1993)",Drama|Thriller,101.0,146,0.08627683
434,Cliffhanger (1993),Action|Adventure|Thriller,101.0,141,0.05117488
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,101.0,95,0.08627543
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,100.0,417,0.2350524
4022,Cast Away (2000),Drama,100.0,816,0.24231943
912,Casablanca (1942),Drama|Romance,100.0,241,0.2890491
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,100.0,1072,0.23147511
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,99.0,683,0.3057626
104,Happy Gilmore (1996),Comedy,99.0,36,0.1884684
339,While You Were Sleeping (1995),Comedy|Romance,98.0,111,0.10909772
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,97.0,704,0.2890498
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,97.0,678,0.29733843
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,97.0,212,0.3497807
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,97.0,1181,0.1946615
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97.0,437,0.27289134
1784,As Good as It Gets (1997),Comedy|Drama|Romance,96.0,463,0.26894343
3949,Requiem for a Dream (2000),Drama,96.0,797,0.18846825
1961,Rain Man (1988),Drama,96.0,487,0.24232054
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,96.0,945,0.21081871
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,94.0,819,0.2650265
59315,Iron Man (2008),Action|Adventure|Sci-Fi,94.0,1141,0.12786177
2502,Office Space (1999),Comedy|Crime,94.0,608,0.2650266
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,93.0,172,0.18846792
4011,Snatch (2000),Comedy|Crime|Thriller,93.0,810,0.26894164
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,93.0,998,0.23505259
288,Natural Born Killers (1994),Action|Crime|Thriller,92.0,94,0.11105698
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,92.0,585,0.29317826
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,92.0,476,0.23505163
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,92.0,572,0.27289155
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,92.0,246,0.2689405
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,92.0,996,0.26502728
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,92.0,900,0.18846783
2174,Beetlejuice (1988),Comedy|Fantasy,91.0,545,0.2650271
3948,Meet the Parents (2000),Comedy,91.0,796,0.23505065
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,91.0,383,0.19781718
1387,Jaws (1975),Action|Horror,91.0,398,0.2931766
2797,Big (1988),Comedy|Drama|Fantasy|Romance,91.0,655,0.2890496
1259,Stand by Me (1986),Adventure|Drama,91.0,347,0.28495726
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,90.0,1097,0.22443715
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,90.0,434,0.31002486
1080,Monty Python's Life of Brian (1979),Comedy,89.0,280,0.220974
21,Get Shorty (1995),Comedy|Crime|Thriller,89.0,12,0.13238889
2324,Life Is Beautiful (La Vita Ã¨ bella) (1997),Comedy|Drama|Romance|War,88.0,565,0.18846768
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,88.0,503,0.21416491
19,Ace Ventura: When Nature Calls (1995),Comedy,88.0,11,0.12786204
68157,Inglourious Basterds (2009),Action|Drama|War,88.0,1166,0.1946626
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,88.0,666,0.28089967
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,87.0,502,0.2849576
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,87.0,623,0.20424098
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,87.0,913,0.22443691
2791,Airplane! (1980),Comedy,87.0,653,0.27289143
1246,Dead Poets Society (1989),Drama,86.0,338,0.20750985
141,"Birdcage, The (1996)",Comedy,86.0,43,0.10527012
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,86.0,399,0.20751053
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,86.0,443,0.22793695
1307,When Harry Met Sally... (1989),Comedy|Romance,85.0,374,0.24601054
1393,Jerry Maguire (1996),Drama|Romance,85.0,400,0.21081984
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,85.0,890,0.18542698
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,84.0,1041,0.21755084
904,Rear Window (1954),Mystery|Thriller,84.0,237,0.24601203
95,Broken Arrow (1996),Action|Adventure|Thriller,84.0,34,0.053151697
410,Addams Family Values (1993),Children|Comedy|Fantasy,84.0,135,0.09449008
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84.0,323,0.26502687
1101,Top Gun (1986),Action|Romance,83.0,291,0.22097528
1219,Psycho (1960),Crime|Horror,83.0,322,0.28090042
3897,Almost Famous (2000),Drama,83.0,792,0.22793624
16,Casino (1995),Crime|Drama,82.0,8,0.18846825
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,82.0,220,0.1213204
1584,Contact (1997),Drama|Sci-Fi,82.0,426,0.19781557
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,81.0,1093,0.16520399
300,Quiz Show (1994),Drama,81.0,98,0.09279558
49272,Casino Royale (2006),Action|Adventure|Thriller,81.0,1098,0.19466123
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,81.0,1122,0.1323899
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,81.0,104,0.15446708
442,Demolition Man (1993),Action|Adventure|Sci-Fi,81.0,145,0.119204074
62,Mr. Holland's Opus (1995),Drama,80.0,30,0.1213212
1676,Starship Troopers (1997),Action|Sci-Fi,80.0,447,0.22443697
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,80.0,560,0.2497398
51662,300 (2007),Action|Fantasy|War|IMAX,80.0,1105,0.170796
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79.0,339,0.23866826
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,79.0,1006,0.17946225
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,79.0,967,0.17946091
3052,Dogma (1999),Adventure|Comedy|Fantasy,79.0,691,0.25350598
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,78.0,1044,0.21416524
3751,Chicken Run (2000),Animation|Children|Comedy,78.0,777,0.19154537
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,77.0,185,0.1213195
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,77.0,1085,0.17364818
337,What's Eating Gilbert Grape (1993),Drama,77.0,110,0.16798294
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,77.0,764,0.15187177
8874,Shaun of the Dead (2004),Comedy|Horror,77.0,1015,0.24974072
1625,"Game, The (1997)",Drama|Mystery|Thriller,77.0,438,0.22443566
1573,Face/Off (1997),Action|Crime|Drama|Thriller,77.0,424,0.22097361
1225,Amadeus (1984),Drama,76.0,327,0.20750988
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,76.0,1224,0.13705218
69122,"Hangover, The (2009)",Comedy|Crime,76.0,1171,0.16798109
25,Leaving Las Vegas (1995),Drama|Romance,76.0,15,0.08948171
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,76.0,943,0.18542686
440,Dave (1993),Comedy|Romance,76.0,143,0.11711997
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,76.0,635,0.24601087
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,75.0,632,0.2042408
3481,High Fidelity (2000),Comedy|Drama|Romance,75.0,749,0.19781694
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,75.0,495,0.23505306
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,75.0,1009,0.15187055
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,75.0,710,0.18846768
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,75.0,933,0.12786245
1485,Liar Liar (1997),Comedy,74.0,413,0.1765354
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,74.0,1054,0.14931372
6711,Lost in Translation (2003),Comedy|Drama|Romance,74.0,957,0.23147637
368,Maverick (1994),Adventure|Comedy|Western,74.0,125,0.13238978
109487,Interstellar (2014),Sci-Fi|IMAX,73.0,1265,0.10340196
3994,Unbreakable (2000),Drama|Sci-Fi,73.0,806,0.2141645
50872,Ratatouille (2007),Animation|Children|Drama,72.0,1102,0.123467654
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,72.0,1083,0.19154483
3977,Charlie's Angels (2000),Action|Comedy,72.0,801,0.13238892
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72.0,311,0.23147634
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,71.0,1155,0.17653713
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,71.0,279,0.2460117
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,71.0,1066,0.18542743
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,71.0,263,0.23866826
99114,Django Unchained (2012),Action|Drama|Western,71.0,1245,0.119203985
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,71.0,946,0.15976125
235,Ed Wood (1994),Comedy|Drama,70.0,76,0.15187302
4034,Traffic (2000),Crime|Drama|Thriller,70.0,820,0.21755093
474,In the Line of Fire (1993),Action|Thriller,70.0,152,0.08627674
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,70.0,676,0.23866826
3408,Erin Brockovich (2000),Drama,70.0,738,0.17364627
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,70.0,404,0.13943446
11,"American President, The (1995)",Comedy|Drama|Romance,70.0,7,0.121320575
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,69.0,1222,0.1213204
1278,Young Frankenstein (1974),Comedy|Fantasy,69.0,361,0.2423212
520,Robin Hood: Men in Tights (1993),Comedy,69.0,163,0.12564883
7147,Big Fish (2003),Drama|Fantasy|Romance,69.0,978,0.14430359
923,Citizen Kane (1941),Drama|Mystery,69.0,249,0.22443631
266,Legends of the Fall (1994),Drama|Romance|War|Western,68.0,88,0.06297487
3753,"Patriot, The (2000)",Action|Drama|War,68.0,779,0.1736488
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,68.0,879,0.17946133
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68.0,25,0.08317411
1380,Grease (1978),Comedy|Musical|Romance,68.0,396,0.16246545
1370,Die Hard 2 (1990),Action|Adventure|Thriller,68.0,387,0.16520527
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,68.0,514,0.15446475
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,67.0,419,0.16798115
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,67.0,521,0.20424056
74458,Shutter Island (2010),Drama|Mystery|Thriller,67.0,1183,0.12131995
2353,Enemy of the State (1998),Action|Thriller,67.0,571,0.18542641
17,Sense and Sensibility (1995),Drama|Romance,67.0,9,0.13011089
36,Dead Man Walking (1995),Crime|Drama,67.0,20,0.10717189
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,67.0,613,0.188467
4262,Scarface (1983),Action|Crime|Drama,67.0,834,0.20424056
6863,School of Rock (2003),Comedy|Musical,66.0,962,0.15709448
163,Desperado (1995),Action|Romance|Western,66.0,51,0.14679214
1288,This Is Spinal Tap (1984),Comedy,66.0,365,0.1978161
508,Philadelphia (1993),Drama,66.0,159,0.103403
56367,Juno (2007),Comedy|Drama|Romance,65.0,1132,0.15976259
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,65.0,1092,0.14931339
555,True Romance (1993),Crime|Thriller,65.0,175,0.18542892
5481,Austin Powers in Goldmember (2002),Comedy,65.0,908,0.11920273
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,65.0,1176,0.10526964
653,Dragonheart (1996),Action|Adventure|Fantasy,65.0,196,0.0911248
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,65.0,832,0.15976298
553,Tombstone (1993),Action|Drama|Western,65.0,174,0.14185318
2194,"Untouchables, The (1987)",Action|Crime|Drama,65.0,548,0.23505315
1954,Rocky (1976),Drama,64.0,484,0.2209759
1035,"Sound of Music, The (1965)",Musical|Romance,64.0,268,0.14185172
1234,"Sting, The (1973)",Comedy|Crime,64.0,332,0.1765368
786,Eraser (1996),Action|Drama|Thriller,64.0,219,0.051173955
55820,No Country for Old Men (2007),Crime|Drama,64.0,1130,0.13943401
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,64.0,118,0.18242723
4447,Legally Blonde (2001),Comedy|Romance,64.0,849,0.13470438
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,64.0,1096,0.11920321
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,64.0,639,0.15187126
4025,Miss Congeniality (2000),Comedy|Crime,64.0,818,0.15187055
1090,Platoon (1986),Drama|War,63.0,285,0.1736474
435,Coneheads (1993),Comedy|Sci-Fi,63.0,142,0.0595254
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,63.0,628,0.17079562
5502,Signs (2002),Horror|Sci-Fi|Thriller,63.0,909,0.15976143
3671,Blazing Saddles (1974),Comedy|Western,62.0,767,0.16798326
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,62.0,391,0.20101002
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,62.0,977,0.20751011
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,62.0,295,0.15976289
3421,Animal House (1978),Comedy,62.0,741,0.17364669
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,62.0,694,0.18242711
173,Judge Dredd (1995),Action|Crime|Sci-Fi,62.0,56,0.05416751
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62.0,373,0.14430371
158,Casper (1995),Adventure|Children,62.0,48,0.0691382
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,62.0,1068,0.17653501
56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,62.0,1131,0.11304632
3527,Predator (1987),Action|Sci-Fi|Thriller,61.0,754,0.18542841
2321,Pleasantville (1998),Comedy|Drama|Fantasy,61.0,564,0.19466177
3253,Wayne's World (1992),Comedy,61.0,716,0.19466093
3717,Gone in 60 Seconds (2000),Action|Crime,61.0,774,0.1493141
2640,Superman (1978),Action|Adventure|Sci-Fi,61.0,625,0.19781706
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,61.0,1033,0.113045424
509,"Piano, The (1993)",Drama|Romance,61.0,160,0.11506942
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,61.0,173,0.1171231
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,61.0,906,0.13010886
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,61.0,1103,0.15976208
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,61.0,1008,0.20750988
466,Hot Shots! Part Deux (1993),Action|Comedy|War,60.0,149,0.07446954
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,60.0,747,0.18542796
1377,Batman Returns (1992),Action|Crime,60.0,394,0.16798222
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,60.0,896,0.15187174
